datetime,latitude,longitude 
3/17/2005,43.4666667,-112.0333333
3/17/2005,40.3116667,-75.3255556
3/17/2005,29.7630556,-95.3630556
3/17/2005,26.1416667,-81.795
3/17/2005,39.3330556,-82.9825
3/17/2005,51.4,-1.316667
3/17/2005,51.816667,-0.8
3/17/2005,37.1672222,-82.7516667
3/18/2005,40.0941667,-75.9116667
3/18/2005,42.4772222,-88.0955556
3/18/2005,36.0872222,-81.9275
3/18/2005,43.3044444,-70.9761111
3/18/2005,35.1377778,-97.6577778
3/18/2005,38.7244444,-83.0133333
3/18/2005,49.186823,-2.106568
3/19/2005,42.575,-71.9986111
3/19/2005,25.7738889,-80.1938889
3/19/2005,50.886895,3.423167
3/19/2005,25.7738889,-80.1938889
3/19/2005,41.7019444,-72.3016667
3/19/2005,37.2455556,-88.3605556
3/19/2005,42.7022222,-83.4027778
3/19/2005,53.821589,-0.718998
3/19/2005,45.2627778,-94.1241667
3/20/2005,33.4483333,-112.0733333
